_id,geoid,name,year,total_est,total_se,aian_est,aian_se,api_est,api_se,asian_est,asian_se,black_est,black_se,hisp_est,hisp_se,nhisp_est,nhisp_se,nhopi_est,nhopi_se,nhwhite_est,nhwhite_se,nnhwhite_est,nnhwhite_se,other_est,other_se,othermore_est,othermore_se,twomore_est,twomore_se,white_est,white_se
91,04000US13,Georgia,2009,16.513174,0.23528974,22.157608,4.6360025,,,14.047116,1.1068901,24.068356,0.55895525,34.291599,1.1547784,14.899449,0.27739492,,,10.325652,0.24310718,24.924953,0.64486194,39.924393,2.176897,32.064651,1.5876453,16.072687,1.3994834,11.782434,0.26088133
92,04000US13,Georgia,2010,17.878149,0.23773701,22.822781,3.4699469,,,12.700103,1.110321,26.739544,0.48492807,31.855709,1.1383953,16.520231,0.28336358,,,11.185016,0.2040478,26.428774,0.60029447,39.102707,2.6210899,32.329811,1.8307939,20.093908,1.773056,12.509229,0.23904343
93,04000US13,Georgia,2011,19.138128,0.25906149,27.704386,4.1910772,,,12.708564,1.131411,27.872589,0.52581811,33.611385,1.3836235,17.707098,0.31592622,,,12.524117,0.2926479,27.465763,0.69119281,39.590401,2.4536529,32.638802,1.7570144,22.05283,2.1471786,13.993941,0.35321307
94,04000US13,Georgia,2012,19.150631,0.23646297,30.838221,5.8404512,,,15.599987,1.1570826,27.916563,0.51269364,32.060108,1.2193716,17.849253,0.28796145,,,12.315769,0.22954515,27.638071,0.60158521,37.82288,2.4509192,32.059921,1.6034484,23.511715,1.5875248,13.830031,0.2718026
95,04000US13,Georgia,2013,18.967024,0.22366118,24.868895,6.3408217,,,15.16526,1.083897,27.188555,0.4837985,30.662527,1.1508281,17.801201,0.27146333,,,12.573592,0.20254406,26.745569,0.55307722,32.56044,2.5195725,28.476555,1.5816182,23.245024,1.4837348,14.266038,0.23232815
96,04000US13,Georgia,2014,18.302065,0.24175386,23.344603,4.2578673,,,11.236534,0.74560553,27.0019,0.47911072,29.481905,1.2088833,17.176361,0.29266849,,,11.904447,0.24223244,25.962597,0.60484207,31.730907,1.7893484,27.027998,1.1758647,20.45978,1.1758826,13.522589,0.26312411
97,04000US13,Georgia,2015,17.046801,0.20266619,24.422012,6.1795888,,,11.17594,0.89411151,24.832836,0.44451579,27.458572,1.0460727,15.976228,0.24808791,,,11.097398,0.21274056,24.019669,0.50557297,31.226162,2.1549611,26.739464,1.4557509,21.264345,1.854932,12.517056,0.25130963
98,04000US13,Georgia,2016,15.965946,0.20812577,28.765827,5.3882117,,,11.993039,0.98777544,22.527618,0.41752109,24.300749,1.0214217,15.103738,0.25283903,,,10.831908,0.23404543,21.853348,0.52090001,29.182121,2.2748575,24.749292,1.3967513,19.554996,1.2934576,11.855184,0.23650832
99,04000US13,Georgia,2017,14.94574,0.29475266,19.907829,3.5216718,,,9.3694925,0.73380876,21.466835,0.55981141,23.412449,1.0334557,14.04399,0.34426126,,,9.8011198,0.23163421,20.718721,0.67715657,26.739288,2.0699666,23.751747,1.2828572,20.91675,1.5147986,11.048039,0.2634216
100,04000US15,Hawaii,2009,10.362822,0.44596326,,,9.0166149,0.56788856,6.8666668,0.47024611,,,14.616455,1.5760133,9.9489975,0.51284498,18.110725,2.1959853,10.461757,0.87196046,10.33,0.66062272,,,,,12.174383,1.0863072,10.505813,0.83398384
101,04000US15,Hawaii,2010,10.719835,0.44116193,,,8.5096111,0.63395339,6.1054525,0.504704,,,17.879515,1.8277876,10.044642,0.51269424,17.992479,2.4124577,11.648691,0.73459125,10.452402,0.60629177,,,,,13.504633,0.9231084,11.852006,0.71996272
102,04000US15,Hawaii,2011,12.049669,0.55815375,,,9.7974291,0.66842341,7.0308647,0.6189146,,,20.258276,2.0282812,11.222153,0.64761287,21.149359,2.2488947,11.194069,0.75616074,12.299835,0.7544558,,,,,16.787933,1.387254,11.364485,0.70304328
103,04000US15,Hawaii,2012,11.589066,0.43280861,,,11.512728,0.64896476,7.2586665,0.58303958,,,19.053844,1.9535135,10.823588,0.51763791,27.12396,2.0936019,10.830624,0.77824396,11.808244,0.60149294,,,,,11.834258,0.89137137,11.259687,0.72485119
104,04000US15,Hawaii,2013,10.848294,0.45878389,,,9.6400414,0.56860268,6.7662196,0.49927756,,,13.349504,1.6828362,10.577561,0.5401029,20.812103,1.9604832,11.019465,0.65543538,10.798223,0.62321478,,,,,13.054903,1.0631654,11.475514,0.71705216
105,04000US15,Hawaii,2014,11.358788,0.45548671,,,10.997776,0.76016951,6.8078914,0.63461673,12.236833,3.8024421,13.290031,1.3349788,11.144797,0.527165,26.35944,2.6489179,9.9166451,0.69757217,11.781909,0.62363321,,,,,13.094316,0.87935877,10.042729,0.68514633
106,04000US15,Hawaii,2015,10.614861,0.3718811,,,9.8799801,0.60471106,7.2263727,0.49162257,,,16.225277,1.6461242,9.9741936,0.45503703,20.540154,2.2741263,9.8315868,0.59202021,10.842944,0.51015818,,,,,12.140363,1.131235,10.079768,0.66121352
107,04000US15,Hawaii,2016,9.3252544,0.45324615,,,9.9324179,0.58589053,6.583611,0.47446936,,,10.821014,1.2187853,9.1521921,0.52499205,22.550737,2.0905898,8.6070833,0.71428448,9.5240412,0.6115346,,,,,8.640974,0.8017025,8.7015018,0.65840214
108,04000US15,Hawaii,2017,9.5458574,0.3736898,,,8.7988615,0.54465759,5.9941735,0.41049892,,,14.967129,1.6220683,8.9153967,0.45787728,19.450552,2.0463624,9.3820667,0.55715501,9.5903683,0.49877578,,,,,9.8387775,0.80506384,10.384596,0.69786936
109,04000US16,Idaho,2009,14.293793,0.50210404,19.112125,3.2919176,,,,,,,29.046492,2.3011436,12.528261,0.62608129,,,12.272172,0.48867026,25.330782,4.1968846,22.308172,4.1517434,21.669334,2.7603927,21.199287,3.6887043,13.835333,0.53451008
110,04000US16,Idaho,2010,15.712971,0.42526066,32.397533,4.0658174,,,23.237867,4.7136178,,,28.758884,2.2303574,14.0618,0.55619138,,,13.484118,0.46337974,27.566311,3.64393,31.920088,5.222208,31.414255,3.1362467,30.924297,3.5276976,14.611487,0.47760549
111,04000US16,Idaho,2011,16.452484,0.5184781,30.180704,4.8248162,,,,,,,30.896584,2.2012825,14.605167,0.64956617,,,13.851521,0.4926497,29.82696,4.0605912,33.539505,5.19976,30.843946,3.1606584,28.808191,3.8422043,15.457108,0.52221084
112,04000US16,Idaho,2012,15.873029,0.53627765,25.249153,2.4626439,,,,,,,28.550243,2.4580483,14.218534,0.68597859,,,13.880442,0.45622829,26.002914,4.0007992,31.24592,5.1772704,26.639561,3.1167669,21.094692,2.5676911,15.088844,0.53406739
113,04000US16,Idaho,2013,15.575734,0.58096659,28.627884,4.4781694,,,19.648779,4.5975113,,,23.960035,1.839334,14.458267,0.70258647,,,13.901308,0.63363582,23.939886,4.7054877,27.388323,5.0071931,26.69265,3.195338,25.914383,3.7766485,14.642323,0.62810379
114,04000US16,Idaho,2014,14.845207,0.43790388,33.466766,4.5820518,,,,,,,25.299892,1.8302481,13.417885,0.55702317,,,12.620471,0.4677487,25.644743,3.4224343,34.010471,4.1269822,30.038326,3.014576,26.403147,4.3265581,13.667027,0.46503288
115,04000US16,Idaho,2015,15.137696,0.51778573,26.700825,3.3914347,,,,,,,23.879211,1.8001368,13.952131,0.63687718,,,13.543123,0.5431208,22.805729,3.9818234,27.422888,4.7379479,23.678682,2.5699239,20.718544,2.5929539,14.409557,0.56780088
116,04000US16,Idaho,2016,14.368035,0.57848907,26.545525,3.8550951,,,,,,,22.098763,2.0400057,13.290145,0.71795923,,,12.769145,0.53730255,21.913076,4.1674533,20.49342,4.1677928,20.383671,2.7637565,20.205866,2.6086521,13.610916,0.5413844
117,04000US16,Idaho,2017,12.825981,0.45095888,24.53879,4.0206895,,,,,,,19.483984,1.846016,11.88703,0.57676023,,,11.191419,0.45130798,20.312408,3.2550461,17.784874,3.9449601,16.664253,2.3631952,15.400173,2.3255582,11.938079,0.44863358
118,04000US17,Illinois,2009,13.337413,0.18074249,22.804897,4.0565763,,,10.566885,0.7938844,28.566242,0.5317055,19.743872,0.58711481,12.167889,0.23913242,,,8.5457535,0.15871164,22.023859,0.58372527,18.757174,1.0199639,18.845388,0.86458278,19.174051,1.5009875,9.8275404,0.1712373
119,04000US17,Illinois,2010,13.805692,0.15465726,18.933525,2.3901346,,,11.831333,0.75626963,29.956654,0.63847417,20.168821,0.60934818,12.590845,0.21786517,,,8.6630926,0.13560176,22.839344,0.48806909,22.533503,1.1214601,21.477982,0.91236997,17.891754,1.2024609,9.8771315,0.15852344
120,04000US17,Illinois,2011,14.95964,0.16810879,20.40395,3.3537111,,,12.018368,0.79128891,31.04623,0.57127851,22.555134,0.66808581,13.479906,0.23937023,,,9.4539957,0.15654454,24.436241,0.53051603,24.266064,1.1834934,23.423443,0.95381087,20.86137,1.3471175,11.029073,0.15900096
121,04000US17,Illinois,2012,14.717749,0.1553499,20.781,2.9262352,,,12.303369,0.67411518,31.977224,0.56870246,21.410889,0.59440637,13.401299,0.21964192,,,9.1641579,0.14859851,24.17742,0.48995629,22.687168,0.98760659,22.071108,0.78671265,20.452049,1.1712267,10.715698,0.17341052
122,04000US17,Illinois,2013,14.673133,0.16501877,23.361345,4.0126705,,,11.924994,0.67870224,31.632652,0.56547767,20.659575,0.62824136,13.485416,0.23378685,,,9.4761715,0.13854431,23.461555,0.50171709,23.019291,1.0315286,22.017372,0.80610728,19.403103,1.0865766,10.780202,0.1820593
123,04000US17,Illinois,2014,14.353778,0.15424982,21.435808,3.087445,,,12.339764,0.73152196,30.566395,0.58933002,19.943525,0.52975959,13.222124,0.21428329,,,9.3405075,0.140545,22.641729,0.4702237,19.936184,0.80382442,19.54731,0.69471759,18.511065,1.3719447,10.756195,0.16199799
124,04000US17,Illinois,2015,13.561596,0.17341511,24.896713,4.3887682,,,11.617665,0.58459163,28.205952,0.63080114,19.360464,0.57104349,12.372444,0.23956493,,,8.679904,0.14513291,21.509726,0.51316589,20.741705,0.95203698,20.053572,0.76187629,18.208984,1.1452839,10.050727,0.18004833
125,04000US17,Illinois,2016,12.969929,0.17161094,18.921837,2.2343447,,,11.583746,0.73664427,26.481892,0.6103074,17.22637,0.51227808,12.090183,0.23259588,,,8.7646122,0.16171598,19.770885,0.51955181,19.213221,1.1489394,18.483261,0.87330884,16.590828,0.97910964,9.7387285,0.17304789
126,04000US17,Illinois,2017,12.554288,0.17329367,11.527735,2.0159163,,,10.958288,0.55296558,26.155195,0.64592123,15.017365,0.54829192,12.036744,0.23927598,,,8.8221407,0.1696316,18.475004,0.52257323,15.322251,0.89375323,15.601739,0.69176203,16.276251,0.9648459,9.6484871,0.18146427
127,04000US18,Indiana,2009,14.401703,0.23190494,,,,,18.199509,2.1197147,31.478081,1.1200505,29.240959,1.6512874,13.542053,0.26339665,,,11.293613,0.20444252,29.342073,1.6644182,29.500183,2.6074643,29.895479,1.7091116,30.347139,2.1306655,11.906925,0.21821034
128,04000US18,Indiana,2010,15.295698,0.24141534,,,,,21.728758,1.9367509,29.439604,1.1461653,28.236776,1.3231194,14.465603,0.27059627,,,12.435058,0.23646334,28.058064,1.6868922,28.10815,2.8774981,27.239546,1.6795948,26.322899,1.632067,13.145332,0.24041601
129,04000US18,Indiana,2011,15.999784,0.26115936,,,,,18.544504,1.6959738,34.237106,1.026475,34.204224,1.4712949,14.80399,0.29471803,,,12.401644,0.3041932,31.837648,1.9427938,37.033115,3.0993941,31.703176,1.8264953,25.630548,1.5488937,13.183493,0.30927882
130,04000US18,Indiana,2012,15.614301,0.20301552,24.932556,3.885004,,,21.687357,1.7653747,32.945053,0.79936999,28.665728,1.2643421,14.736249,0.23281318,,,12.347157,0.17690778,29.664955,1.3151786,32.960957,2.1903155,30.205229,1.4261667,26.999521,1.7013168,12.847842,0.18649113
131,04000US18,Indiana,2013,15.941339,0.23144199,,,,,19.568275,1.5037627,33.074986,0.97382098,30.684555,1.5306792,14.922005,0.26920477,,,12.497999,0.22563615,30.37067,1.5266216,36.39592,2.4051251,31.682888,1.5426761,26.211102,1.7287711,13.131467,0.23770367
132,04000US18,Indiana,2014,15.242496,0.24213555,,,,,19.087137,1.7683549,32.0354,1.0895923,28.687645,1.4482694,14.311255,0.27772009,,,11.922044,0.22411525,28.877419,1.5394316,29.500168,2.7722788,29.273701,1.6401556,29.047832,1.7523057,12.588963,0.23193783
133,04000US18,Indiana,2015,14.541377,0.23350592,,,,,18.401485,1.4750905,28.370926,1.0403488,26.971891,1.107717,13.65521,0.26239187,,,11.571496,0.27114698,26.52309,1.6042922,31.163588,2.4005044,28.550165,1.4688309,26.127838,1.7249124,12.214483,0.2786727
134,04000US18,Indiana,2016,14.085257,0.21665159,,,,,23.005667,1.6514575,28.591097,1.3298198,24.210968,1.3301988,13.349218,0.25174993,,,11.121775,0.22158721,25.726118,1.3763133,25.509018,2.4544187,23.285658,1.4857019,21.00872,1.6226902,11.737455,0.2245001
135,04000US18,Indiana,2017,13.479209,0.25705934,,,,,15.208824,1.7367914,26.952997,1.0070103,21.238194,1.2869228,12.90036,0.29247552,,,10.962049,0.24268664,23.16544,1.5564712,23.406767,2.626658,22.887787,1.4249723,22.518126,1.563309,11.430495,0.25464886
136,04000US19,Iowa,2009,11.803185,0.27245653,,,,,9.0491848,1.3911109,32.542583,3.0923882,24.496387,1.9695846,11.220462,0.29908603,,,10.413807,0.26285264,24.364374,3.6206181,20.436134,3.347095,22.941633,2.3994665,25.078201,3.4129002,10.811349,0.26118994
137,04000US19,Iowa,2010,12.558492,0.28684959,,,,,11.304816,2.2696135,43.323418,3.020844,27.192286,2.2607481,11.79716,0.32403204,,,10.476068,0.23480314,28.967392,3.141494,31.55941,5.5869398,30.758015,2.9209998,30.077473,2.577749,10.902856,0.25168413
138,04000US19,Iowa,2011,12.783903,0.25117263,24.506001,4.5523,,,16.911919,2.0261126,40.951183,2.8765013,32.584064,2.1974356,11.740405,0.28882277,,,10.486988,0.23492487,30.624434,2.8563867,29.19729,4.0952196,29.671434,2.6795776,30.012079,3.5463762,11.183173,0.25885412
139,04000US19,Iowa,2012,12.691843,0.27392989,,,,,16.670065,2.2773132,35.515121,3.2114177,25.959393,2.0427384,11.95997,0.31035909,,,10.780923,0.23516296,26.987013,2.9110441,19.570425,3.1404626,22.547628,2.009217,24.441374,2.6233761,11.444698,0.26819345
140,04000US19,Iowa,2013,12.672755,0.27211234,,,,,18.315006,2.5046229,35.708397,2.5153642,23.991085,1.7632061,12.024855,0.30502674,,,10.744426,0.25779471,26.396986,2.8680508,27.335075,4.9012036,26.106804,2.5443287,25.212114,2.5388553,11.263642,0.27413711
141,04000US19,Iowa,2014,12.240715,0.28798172,,,,,19.074055,1.8652786,34.390381,2.8137066,21.30447,1.7692635,11.710932,0.32192889,,,10.458487,0.29569682,24.491009,3.0433047,18.955376,5.0304828,22.63389,2.3852661,24.515059,2.5352516,10.958041,0.29232022
142,04000US19,Iowa,2015,12.158687,0.26707235,,,,,20.695278,2.4400878,36.106438,3.1638703,25.595167,1.7988178,11.360062,0.30254397,,,10.015786,0.2593497,26.438015,2.6760595,23.830469,3.0457673,20.32061,1.8634293,17.445555,2.2337344,10.701501,0.26375249
143,04000US19,Iowa,2016,11.756459,0.25227088,,,,,13.934898,1.8539177,35.714558,2.6118042,23.144146,1.9170887,11.071007,0.29136747,,,9.7197199,0.23997261,24.852144,2.4245222,25.904099,4.1436362,24.940689,2.1991332,24.216404,2.2542195,10.238009,0.2524769
144,04000US19,Iowa,2017,10.728072,0.2304903,,,,,14.662192,1.8544068,32.336914,2.6147497,17.952026,1.5414686,10.272662,0.26363045,,,8.9235029,0.22899856,21.792778,2.15939,15.849379,3.1156723,21.043123,1.895283,24.309164,2.4065549,9.3223114,0.238065
145,04000US20,Kansas,2009,13.358034,0.33721945,23.055979,3.8653977,,,10.150209,1.6191019,28.075928,1.9604524,25.866505,1.7382126,12.062378,0.41349545,,,10.685163,0.32270432,24.117031,2.1328206,25.319258,3.9172862,24.804245,2.185729,24.417706,2.441082,11.79068,0.3306323
146,04000US20,Kansas,2010,13.602945,0.33756039,29.715147,4.6786709,,,15.203221,2.5327115,28.578753,1.9525666,25.449839,1.5994904,12.199019,0.42255282,,,10.462483,0.314358,24.940739,1.924118,27.752764,4.9177294,26.805868,2.5256054,26.039257,2.2303874,11.547583,0.35881674
147,04000US20,Kansas,2011,13.759847,0.29149988,27.312145,4.0163612,,,12.824263,1.8854731,29.061333,1.9253966,26.803658,1.6023887,12.18761,0.37963194,,,10.447687,0.27519533,25.421783,1.6340176,28.720539,3.7757986,25.134983,1.982519,22.467566,1.9949291,11.853055,0.30762017
148,04000US20,Kansas,2012,13.979481,0.27251387,19.540653,2.3003509,,,14.625697,2.440968,24.793842,1.6352034,26.032412,1.3534093,12.491941,0.34882787,,,11.094591,0.30524141,24.042116,1.620492,30.220362,4.0545421,27.039852,2.0394566,24.976517,2.0355029,12.427949,0.31756654
149,04000US20,Kansas,2013,13.989933,0.37392938,17.868952,2.8544958,,,21.017889,3.6539845,26.271278,1.5509224,26.093235,1.462031,12.469996,0.45927331,,,10.844974,0.32040894,24.697962,1.97458,26.454813,3.1324048,22.521822,1.5790473,20.170235,1.6265296,12.419112,0.36379567
150,04000US20,Kansas,2014,13.564465,0.28799793,23.461172,3.2607164,,,15.370684,2.3755481,24.95479,1.712425,25.799816,1.3176321,11.986573,0.36694819,,,10.546502,0.25988853,23.612907,1.51676,23.102686,2.681062,21.941309,1.470821,21.179205,1.676289,12.051101,0.2991915
151,04000US20,Kansas,2015,13.030252,0.29838529,21.226416,2.8411069,,,15.769872,2.2023249,26.080921,1.8413477,22.175322,1.2711728,11.831308,0.37648374,,,10.035587,0.28056595,22.784603,1.563965,21.168257,2.1354663,23.97233,1.6171666,26.063442,2.3461711,11.23958,0.29058728
152,04000US20,Kansas,2016,12.121744,0.30958554,16.346577,2.2710438,,,13.455688,1.6964889,24.506493,1.9267162,18.189333,1.3831751,11.322139,0.39501628,,,10.049199,0.2971532,18.839539,1.6279085,21.441772,3.0315778,18.439777,1.7223027,16.211201,1.9382188,10.788153,0.3144429
153,04000US20,Kansas,2017,11.901034,0.30949295,21.530066,2.9942157,,,13.900356,2.1554654,26.06694,1.8408483,18.335495,1.4509664,11.030631,0.40251106,,,9.4326572,0.25932786,19.775333,1.5370675,21.898832,3.2853954,20.674093,1.8578477,19.782232,2.1238759,10.220156,0.28673452
154,04000US21,Kentucky,2009,18.561905,0.31879896,,,,,9.2627239,1.8420821,32.024944,1.5678872,31.85018,2.8309081,18.205492,0.33623326,,,16.847912,0.32728586,30.559387,3.4241307,32.638985,5.2565651,32.945499,2.4452627,33.106873,2.5073709,17.112762,0.33217728
155,04000US21,Kentucky,2010,18.9823,0.30129948,,,,,17.231657,3.1122444,33.638226,1.4108226,33.343555,2.3179476,18.547441,0.31854728,,,16.979267,0.29958037,32.187782,3.0168266,36.028324,3.9222295,35.83844,2.3552158,35.729523,2.9435461,17.27462,0.2968654
156,04000US21,Kentucky,2011,19.141644,0.34895772,,,,,13.166552,2.7631092,32.664539,1.4729507,33.097614,2.164809,18.71454,0.36583632,,,17.187166,0.32817036,31.53488,3.2970905,34.759968,4.3773384,36.829784,2.8438616,37.87904,3.6694031,17.46019,0.32865593
157,04000US21,Kentucky,2012,19.382553,0.32819125,,,,,12.701504,1.8949986,36.311691,1.2874209,31.139421,2.3728237,19.01366,0.34664556,,,17.301529,0.32463446,32.384766,3.1234901,36.416374,4.7215872,31.918764,2.1278319,29.891542,2.1963813,17.586548,0.34019202
158,04000US21,Kentucky,2013,18.765369,0.28412741,,,,,13.064832,2.3194206,28.810143,1.4804883,31.381945,2.1891301,18.349085,0.30248126,,,17.278311,0.29132998,27.905994,2.7062404,32.833435,4.1679015,29.905373,2.1043382,28.564396,2.3983774,17.577293,0.29023105
159,04000US21,Kentucky,2014,19.122183,0.31743762,,,,,22.078045,2.5908675,32.357815,1.3727596,31.248171,2.0157926,18.711796,0.33531165,,,17.256346,0.31051406,30.357742,2.9070389,33.732578,3.9650784,27.847519,1.6912539,25.12669,1.6238019,17.560268,0.319785
160,04000US21,Kentucky,2015,18.509346,0.29891092,,,,,13.311477,2.0691791,30.83202,1.314679,29.145819,2.0384667,18.148155,0.31688291,,,16.792072,0.29712209,28.59005,2.6924362,30.064165,3.5336072,30.588665,2.0633199,30.799706,2.5217214,17.080898,0.29887128
161,04000US21,Kentucky,2016,18.471008,0.34201828,,,,,14.565474,2.5047529,30.210915,1.4385498,30.55246,1.9638389,18.048235,0.3607282,,,16.832933,0.33610654,27.868029,3.0016265,39.582981,4.1595206,29.409849,1.9426786,25.270763,2.0525701,17.08606,0.33905834
162,04000US21,Kentucky,2017,17.240057,0.29367074,,,,,16.840933,2.8182917,25.67547,1.2445605,25.781008,2.2027833,16.93478,0.3142994,,,15.964796,0.31875658,24.377441,2.6326091,28.172031,4.3107958,26.378649,1.9409262,25.643808,2.0762362,16.134914,0.32779202
163,04000US22,Louisiana,2009,17.296768,0.327214,28.181358,4.2857423,,,12.496043,1.8386904,30.08897,0.79572868,18.274446,1.6067302,17.260519,0.34454098,,,10.580092,0.31134778,28.106928,0.98863345,17.349586,2.7911241,21.922737,1.689793,25.066284,2.088351,10.818946,0.31390661
164,04000US22,Louisiana,2010,18.694258,0.29047769,24.887165,4.3683534,,,18.629745,2.0705724,32.412426,0.75922412,19.813847,1.269534,18.644058,0.30879721,,,11.453208,0.25754747,29.875772,0.83799708,20.24976,2.3356817,20.930962,1.5775846,21.509523,2.1450019,11.697693,0.25475106
165,04000US22,Louisiana,2011,20.434044,0.29120004,24.687719,3.5005548,,,18.709068,2.4902537,34.689205,0.63459861,21.389608,1.4836794,20.39127,0.31140503,,,12.765427,0.34025681,32.177223,0.90157372,23.765451,2.9965429,25.509766,1.9825943,26.610514,2.6390216,13.087702,0.32933596
166,04000US22,Louisiana,2012,19.949736,0.31554106,19.41654,2.7247298,,,22.967127,2.8752491,33.458424,0.66307902,22.839094,1.6232083,19.81381,0.33910426,,,12.415636,0.31417271,31.313997,0.92150533,28.24564,2.9856827,26.673306,1.9816656,25.68985,2.5984721,12.800593,0.31959271
167,04000US22,Louisiana,2013,19.755754,0.32637745,24.186962,3.8436863,,,16.680544,1.7485257,33.542107,0.77041578,24.304466,1.6130713,19.53389,0.35127524,,,11.854033,0.308011,31.572767,0.93475199,31.286291,4.2655482,29.436884,2.1570373,28.408571,2.3597755,12.432319,0.30061501
168,04000US22,Louisiana,2014,19.841076,0.31333303,26.423428,3.7253954,,,13.472446,1.5785832,33.656929,0.63823843,22.997406,1.6971471,19.68268,0.33991602,,,12.256048,0.33328453,31.032518,0.91742659,24.746788,3.7658286,23.478367,2.1071143,22.797266,2.5215888,12.828252,0.31807491
169,04000US22,Louisiana,2015,19.595049,0.32682297,22.739475,4.5585814,,,17.318624,2.9695311,32.173031,0.73908949,24.105686,1.6279862,19.362761,0.35375085,,,12.408965,0.36539251,30.113598,0.96598184,18.791782,2.7295401,21.889261,1.9263608,23.501539,2.5667732,13.166827,0.37025005
170,04000US22,Louisiana,2016,20.197615,0.34549922,29.022068,6.0450296,,,15.804751,2.0514803,34.222115,0.70032912,22.214914,1.5337518,20.093307,0.37193367,,,12.37197,0.37410805,31.602278,1.0077178,27.609417,3.0681686,26.180393,1.8858323,25.131638,2.3792,12.759313,0.35033247
171,04000US22,Louisiana,2017,19.745918,0.36335167,24.664001,2.6794908,,,15.883699,1.8063091,33.120651,0.8182438,25.132856,1.4712925,19.452705,0.39145824,,,12.172654,0.38293383,30.577532,1.0382818,36.201534,3.5100248,26.669607,2.0153301,18.475742,2.0794024,12.527487,0.37538308
172,04000US23,Maine,2009,12.306719,0.39833909,,,,,,,,,23.92289,5.4788418,12.156667,0.4096798,,,11.405339,0.39173728,27.356979,9.5736866,,,,,16.734812,2.2214596,11.445658,0.39299244
173,04000US23,Maine,2010,12.934296,0.3620384,,,,,,,46.493141,4.3677583,30.555374,5.4278316,12.723976,0.37224829,,,12.043081,0.35851637,28.587017,9.2001419,,,,,25.328407,2.9183609,12.182077,0.358403
174,04000US23,Maine,2011,14.125189,0.39803436,,,,,,,48.180519,6.9143519,30.650547,3.9937449,13.899928,0.40720934,,,13.270341,0.38966706,28.714699,9.7777147,,,,,30.760319,4.2313619,13.434312,0.37877065
175,04000US23,Maine,2012,14.672772,0.45420045,30.220625,3.5211391,,,,,39.077961,5.7151208,29.348331,5.0853715,14.475504,0.46544564,,,13.69404,0.42210791,30.843845,10.573399,,,,,30.211678,3.5376024,13.844008,0.43047974
176,04000US23,Maine,2013,13.961604,0.41363323,,,,,,,,,24.717604,4.0150523,13.81615,0.42277533,,,13.171583,0.41742045,26.565939,9.6625395,,,,,23.811312,3.2021542,13.26531,0.41977665
177,04000US23,Maine,2014,14.125945,0.4195663,41.275864,5.410933,,,,,,,17.79999,3.1657436,14.071754,0.42832708,,,13.130644,0.40589571,29.283249,9.1839638,,,,,33.955112,3.5585675,13.195732,0.41080704
178,04000US23,Maine,2015,13.350389,0.4350037,28.03039,4.1702771,,,,,42.887978,6.717114,,,,,,,12.672141,0.43769133,23.510727,9.5491438,,,,,22.022692,2.8550532,12.709673,0.43578511
179,04000US23,Maine,2016,12.480912,0.47195894,,,,,,,43.692356,7.4490385,17.908804,3.4233975,12.395925,0.48236749,,,11.542802,0.44449073,26.192314,9.8183403,,,,,24.582407,3.476794,11.543911,0.43960091
180,04000US23,Maine,2017,11.067494,0.37188479,37.215023,4.3441749,,,,,,,20.34943,3.6812749,10.918148,0.38256907,,,10.223234,0.3563574,23.510487,7.8584766,,,,,21.17581,2.8290901,10.330393,0.36023274
181,04000US24,Maryland,2009,9.0889635,0.20581625,,,,,6.9789796,0.66082597,13.922962,0.53371179,13.156051,1.1548411,8.7703505,0.23968811,,,6.2279339,0.20269813,12.861213,0.5467124,15.812182,1.9577645,14.210924,1.3285592,12.031644,1.64402,6.5142937,0.20315543
182,04000US24,Maryland,2010,9.8716812,0.22670101,,,,,8.8139601,0.97553164,15.489909,0.60650516,13.690588,0.94548815,9.5300083,0.26107913,,,6.3651853,0.23082332,14.127109,0.57441103,13.86206,1.524747,13.178666,1.1176268,12.42643,1.6390026,6.7987094,0.22798604
183,04000US24,Maryland,2011,10.058848,0.210805,,,,,7.4136486,0.72037703,15.220425,0.46495441,15.312986,1.234105,9.5773954,0.25642395,,,6.4431801,0.23367669,14.362994,0.53886205,19.410593,1.9960666,17.725855,1.3497996,15.612563,1.700891,6.9304123,0.24359201
184,04000US24,Maryland,2012,10.284771,0.20780662,,,,,7.7492108,0.8108182,16.256577,0.51219857,13.512041,0.93403786,9.9765587,0.24451157,,,6.7850056,0.20662981,14.386709,0.51209062,14.976041,1.7220895,13.403185,1.0938089,11.654482,1.2748668,7.2124043,0.22532597
185,04000US24,Maryland,2013,10.116705,0.20612991,,,,,9.7952051,0.83671582,14.937183,0.44128922,13.104863,0.93297547,9.8194017,0.24491942,,,6.8758292,0.2003575,13.812417,0.49667358,14.24741,1.4632348,14.375776,1.040259,14.539151,1.4572921,7.1636333,0.2162596
186,04000US24,Maryland,2014,10.107624,0.22535515,,,,,8.9727554,0.75488037,14.618914,0.5021593,14.218513,0.96894622,9.6831675,0.26801214,,,6.875082,0.19753608,13.688652,0.52282989,14.487589,1.6312929,13.907461,1.015826,13.200359,1.0523013,7.4804692,0.22332971
187,04000US24,Maryland,2015,9.7347393,0.2205849,,,,,7.5553017,0.69379508,14.478689,0.50664341,14.184247,0.98293322,9.2650957,0.26504478,,,6.5421424,0.19924474,13.188401,0.50713944,14.851234,1.586028,13.079545,1.024421,10.692083,1.0964119,7.0998683,0.20561963
